Timestamp,Temperature,Altitude,Speed,Vertical Speed,Engine RPMs,Throttle,Oil Pressure,Oil Temperature,Fuel Capacity,Fuel Flow,Pitch,Pitch Rate,Roll,Roll Rate,Yaw,Yaw Rate,Alerts
2025-07-23T20:51:13Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,270.02,0.00
2025-07-23T20:51:13Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,270.02,0.00
2025-07-23T20:51:13Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:13Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
2025-07-23T20:51:14Z,94.66,-9999.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.42,0.00,0.00,0.00,0.02,0.00
